Name,Brand,Price,DiscountedPrice,Category,SubCategory,Quantity,Description,BreadCrumbs,Item
Shree Siddhivinayak Mango Pickle,Shree Siddhivinayak,63,53,Packaged Food,Pickles,200 gm,"OverviewShree Siddhivinayak Mango Pickle will make any boring meal come alive. It has a sweet and sour taste that will make your mouth water every time you have it. It has the traditional taste of homemade pickles and is a must-have in every kitchen.Key Features- The traditional taste of homemade pickles- Goes along with many dishes- Made from High-quality ingredientsIngredientsMango Pieces, Salt, Ground Spices (Red Chilli, Mustard, Turmeric. Fenugreek Asafoetida), Cotton Seed Oil, Acidity Regulator - (E 260), Preservative Contains Permitted Class II Preservatives.",Packaged Food > Pickles,Mango Pickel
Shree Siddhivinayak Mango Pickle,Shree Siddhivinayak,115,85,Packaged Food,Pickles,500 gm,"OverviewShree Siddhivinayak Mango Pickle will make any boring meal come alive. It has a sweet and sour taste that will make your mouth water every time you have it. It has the traditional taste of homemade pickles and is a must-have in every kitchen.Key Features- The traditional taste of homemade pickles- Goes along with many dishes- Made from High-quality ingredientsIngredientsMango Pieces, Salt, Ground Spices (Red Chilli, Mustard, Turmeric. Fenugreek Asafoetida), Cotton Seed Oil, Acidity Regulator - (E 260), Preservative Contains Permitted Class II Preservatives.",Packaged Food > Pickles,Mango Pickel
Bedekar Mango Pickle,Bedekar,200,100,Packaged Food,Pickles,1 kg,"Overview:It's made with mango and a few other spices. Take a spoonful of this delicious pickle. And enjoy that distinct mango flavour throughout the year.About the BrandFor them at Bedekar, home used to be a much smaller space. Their pickles and spices crossed our own threshold at the turn of the century, and travelled over the seas to many new homes all over the world. Their small business in Mumbai blossomed into an award-winning, globally recognised, and adored company.",Packaged Food > Pickles,Mango Pickel
Bedekar Mango Pickle,Bedekar,115,105,Packaged Food,Pickles,400 gm,"Overview:It's made with mango and a few other spices. Take a spoonful of this delicious pickle. And enjoy that distinct mango flavour throughout the year.About the BrandFor them at Bedekar, home used to be a much smaller space. Their pickles and spices crossed our own threshold at the turn of the century, and travelled over the seas to many new homes all over the world. Their small business in Mumbai blossomed into an award-winning, globally recognised, and adored company.",Packaged Food > Pickles,Mango Pickel
Shree Siddhivinayak Sweet Mango Pickle,Shree Siddhivinayak,70,59,Packaged Food,Pickles,200 gm,"OverviewShree Siddhivinayak Sweet Mango Pickle will make any boring meal come alive. It has a sweet and sour taste that will make your mouth water every time you have it. It has the traditional taste of homemade pickles and is a must-have in every kitchen.Key Features- The traditional taste of homemade pickles- Goes along with many dishes- Made from High-quality ingredientsIngredientsSugar, Ambrosi, Red Chilli Powder, Salt.",Packaged Food > Pickles,Mango Pickel
Mother's Recipe Mango Pickle - Pouch,Mother's Recipe,149,74,Packaged Food,Pickles,500 gm,"Overview Try a spoonful of delightful pickle. Bite into luscious pieces of Mango, mixed with selected Spices. And enjoy that special mango taste throughout the year.  Ingredients Mango Pieces, Brine, Spices and Condiments, Edible Common salt, Edible Vegetable Oil, Acidity Regulator [INS 260] and Asafoetida. About the BrandDesai Foods Private limited owns the brands Mother&rsquo;s Recipe, Elmac, Spread On &amp; Dabee. Desai Foods, want to become the national leaders in the ethnic food category. To achieve this target, they have increased their manufacturing capacity, and are building their brands to be stronger, whilst focusing on their sales, marketing strategies and enhancing their supply chain management as well as their information systems. They also have a gherkins division with a processing facility in Karnataka from where they export to over 12 countries of gherkins as well as pickled vegetables.",Packaged Food > Pickles,Mango Pickel
Kubal Mango Pickle Pouch,Kubal,50,25,Packaged Food,Pickles,200 gm,"Overview:Kubal Mango Pickle is a quality product from the house of Kubal, the leaders in spices since 1926. This Maharashtrian style pickle is made using quality ingredients and can add much-needed zing to any dish. Have it with roti, dosa or rice.IngredientsMango Pieces, Salt, Cotton Seeds Oil, Ground spices (Fenugreek, Mustard, Red Chillies, Turmeric & Asafoetida).Care InstructionsStore in a cool and dry place. ",Packaged Food > Pickles,Mango Pickel
Shree Siddhivinayak Sweet Lime Pickle,Shree Siddhivinayak,70,50,Packaged Food,Pickles,200 gm,"Overview Add that extra zing to your meals with Shree Siddhivinayak Special Lemon Pickle. A good pickle can make even a mundane dish taste extremely good, and this pickle does the same. It's made from the finest ingredients so that you get a product that brings in a delightful twist to your plate. So go ahead, order Shree Siddhivinayak Special Lemon Pickle online now!  Key Features- Made from the finest quality ingredients- Authentic taste",Packaged Food > Pickles,Lime Pickel
Shree Siddhivinayak Lime Pickle,Shree Siddhivinayak,63,50,Packaged Food,Pickles,200 gm,"OverviewShree Siddhivinayak Lime Pickle is filled with the goodness of real limes. It has a sweet and tangy taste and will make any boring meal come alive. It has lime pieces in the pickle that you will love to munch on. It has the traditional taste of homemade pickles and is a must-have in every kitchen.Key Features- The traditional taste of homemade pickles- Goes along with many dishes- Made from High-quality ingredientsIngredientsLime Pieces, Salt, Ground Spices, Mustard, Turmeric, Fenugreek, Asafoetida, Cottonseed Oil. Contain Preservatives",Packaged Food > Pickles,Lime Pickel
Bedekar Lime Pickle (Sweet),Bedekar,120,105,Packaged Food,Pickles,400 gm,"OverviewMade using only 4 ingredients- lime, sugar, spice & salt- the Bedekar Lime Pickle (Sweet) is an ideal companion for upwaas meals.Key FeaturesVegetarianPremium qualityIngredientsLime Pieces, Sugar, Salt, Chilli Powder, Acidity regulator (E330)How to consumeServe this flavorful pickle with rice, mathris or parathas.Shelf LifeBest before 12 months from the date of packaging.Storage ConditionStore in a cool and dry place.About the BrandHaving started its journey in 1910 as a small grocery shop in Girgaum, Mumbai, V P Bedekar & Sons has become a synonym of pickles and spices in India.",Packaged Food > Pickles,Lime Pickel
Bedekar Lime Pickle,Bedekar,115,105,Packaged Food,Pickles,400 gm,"OverviewMade using fully ripe, sunshine yellow limes, the award-winning Bedekar Lime Pickle is nothing short of a treat for your tastebuds.Key FeaturesVegetarianTraditional flavourPremium qualityIngredientsChopped Lime, Salt, Refined Cotton Seed Oil, Ground Chilli, Mustard, Termeric, Fenugreek, Asafotida, Acidity regulator (E330)Shelf LifeBest before 12 months from the date of packaging.Storage ConditionStore in a cool and dry place.About the BrandHaving started its journey in 1910 as a small grocery shop in Girgaum, Mumbai, V P Bedekar & Sons has become a synonym of pickles and spices in India.",Packaged Food > Pickles,Lime Pickel
Mother's Recipe Mixed Pickle Jar,Mother's Recipe,219,109,Packaged Food,Pickles,1 kg,"Overview:Variety of carefully selected fruits and vegetables from across India are mixed in this exotic Indian Pickle. Melting into a distinct flavour that people across India have come to love for generations.IngredientsMix vegetable Pieces, Brine, Spices and Condiments, Edible Common salt, Edible Vegetable Oil, Acidity Regulator [INS 260] and AsafoetidaAbout the BrandDesai Foods Private limited owns the brands Mother?s Recipe, Elmac, Spread On & Dabee. Desai Foods, want to become the national leaders in the ethnic food category. To achieve this target, they have increased our manufacturing capacity, and are building our brands to be stronger, whilst focussing on our sales & marketing strategies & enhancing our supply chain management as well as our information systems. They also have a gherkins division with a processing facility in Karnataka from where we export to over 12 countries of gherkins as well as pickled vegetables.",Packaged Food > Pickles,Mixed Pickel
Pravin Mixed Pickle,Pravin,60,49,Packaged Food,Pickles,200 gm,"OverviewPravin mixed pickle will make any boring meal come alive. It has a delicious taste that will make your mouth water every time you have it. It has the traditional taste of homemade pickles and is a must-have in every kitchen.Key Features- The traditional taste of homemade pickles - Goes along with many dishes- Made from High quality ingredients - No added colours or preservativesIngredientsGreen Mango, Lime, Common Salt, Green Chilli, Cotton Seed Oil, Ground Spices, Mustard, Acetic Acid (E 260), Compounded, Asafoetida.Other must know InformationOnce opened consume within two months.Storage InstructionsStore in a cool, dry, and hygienic place.",Packaged Food > Pickles,Mixed Pickel
Pravin Mixed Pickle,Pravin,225,112,Packaged Food,Pickles,1 kg,"OverviewPravin mixed pickle will make any boring meal come alive. It has a delicious taste that will make your mouth water every time you have it. It has the traditional taste of homemade pickles and is a must-have in every kitchen.Key Features- The traditional taste of homemade pickles - Goes along with many dishes- Made from High quality ingredients - No added colours or preservativesIngredientsGreen Mango, Lime, Common Salt, Green Chilli, Cotton Seed Oil, Ground Spices, Mustard, Acetic Acid (E 260), Compounded, Asafoetida.Other must know InformationOnce opened consume within two months.Storage InstructionsStore in a cool, dry, and hygienic place.",Packaged Food > Pickles,Mixed Pickel
Bedekar Mixed Pickle,Bedekar,200,100,Packaged Food,Pickles,1 kg,"Overview:You can't decide which Bedekar Pickle you prefer? Try them all at the same time! The Bedekar Mixed Pickle is a delicately balanced blend of mango, chilli, lime, wild berries, and our signature Bedekar Pickle Masala.About the BrandFor them at Bedekar, home used to be a much smaller space. Their pickles and spices crossed our own threshold at the turn of the century, and travelled over the seas to many new homes all over the world. Their small business in Mumbai blossomed into an award-winning, globally recognised, and adored company.",Packaged Food > Pickles,Mixed Pickel
Bedekar Mixed Pickle,Bedekar,115,92,Packaged Food,Pickles,400 gm,"Overview:You can't decide which Bedekar Pickle you prefer? Try them all at the same time! The Bedekar Mixed Pickle is a delicately balanced blend of mango, chilli, lime, wild berries, and our signature Bedekar Pickle Masala.About the BrandFor them at Bedekar, home used to be a much smaller space. Their pickles and spices crossed our own threshold at the turn of the century, and travelled over the seas to many new homes all over the world. Their small business in Mumbai blossomed into an award-winning, globally recognised, and adored company.",Packaged Food > Pickles,Mixed Pickel
Mother's Recipe Mixed Pickle Pouch,Mother's Recipe,149,74,Packaged Food,Pickles,500 gm,"Overview:Variety of carefully selected fruits and vegetables from across India are mixed in this exotic Indian Pickle. Melting into a distinct flavour that people across India have come to love for generations.IngredientsMix vegetable Pieces, Brine, Spices and Condiments, Edible Common salt, Edible Vegetable Oil, Acidity Regulator [INS 260] and AsafoetidaAbout the BrandDesai Foods Private limited owns the brands Mother?s Recipe, Elmac, Spread On & Dabee. Desai Foods, want to become the national leaders in the ethnic food category. To achieve this target, they have increased our manufacturing capacity, and are building our brands to be stronger, whilst focussing on our sales & marketing strategies & enhancing our supply chain management as well as our information systems. They also have a gherkins division with a processing facility in Karnataka from where we export to over 12 countries of gherkins as well as pickled vegetables.",Packaged Food > Pickles,Mixed Pickel
